hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,hashtags/12,hashtags/13,hashtags/14,hashtags/15,hashtags/16,hashtags/17,hashtags/18,hashtags/19,hashtags/20,hashtags/21,hashtags/22,hashtags/23,hashtags/24,hashtags/25,hashtags/26,hashtags/27,hashtags/28,hashtags/29,ownerUsername,shortCode,videoDuration,ownerFullName,url,videoUrl,displayUrl,id,type,caption
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,CqBG1AAvSfF,35.318,Dr Julie Smith | Psychologist,https://www.instagram.com/p/CqBG1AAvSfF/,https://scontent-hel3-1.cdninstagram.com/v/t66.30100-16/10000000_939330610840652_8408093037870564968_n.mp4?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=8GMSCPWqfTEAX_zgwjL&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfCLRiOZOsuXqdegC_g0plDIqNwLRBxRYOmAc5DbnuWj7w&oe=6433595D&_nc_sid=83d603,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/336990571_820159546394357_2204681454634025604_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=dnnQgoX8YFMAX8HeYqW&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfAj8H09gOMu9_sirBNlDR7ywplwSaEMzytHrFErJm7pbw&oe=64330489&_nc_sid=83d603,3.06E+18,Video,"No.2 is all too common  Which one hits home for you? In truth we all feel the strong urge to hide the things that make us feel most vulnerable. It feels like protection. But shame and loneliness thrives in the dark. That is why I am starting this conversation. When we share our stories and the very natural human coping mechanisms that we have, someone else speaks up and says, “Yep, me too.” Then shame and loneliness shrinks and connection builds. Share with others in the comments below. 

Feel free to share @drjulie 

 More on this in the best selling non fiction book of 2022 - Why Has Nobody Told Me This Before? (Currently -50% see link in bio). Available in 40 languages. Filled with insights from therapy about how to deal with real life problems. If don’t want to read it and would like me to read it to you, it’s free when you sign up to Audible link in my bio"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,Cn7GMHruVOO,43.097,Dr Julie Smith | Psychologist,https://www.instagram.com/p/Cn7GMHruVOO/,https://instagram.fjai2-4.fna.fbcdn.net/v/t66.30100-16/10000000_5735433403193002_4630100108712203190_n.mp4?_nc_ht=instagram.fjai2-4.fna.fbcdn.net&_nc_cat=110&_nc_ohc=HcRFUHwkSHwAX-rxorA&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfB7wH8tHMQXoEvT0GiF6Wo6F9H8DXmIr745jptESHY3gA&oe=64332BBA&_nc_sid=83d603,https://instagram.fjai2-3.fna.fbcdn.net/v/t51.2885-15/327615935_575531881094533_7103159352145802577_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fjai2-3.fna.fbcdn.net&_nc_cat=101&_nc_ohc=luC0266Cii4AX8Soj4C&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfDPlgcssbgCqmVaRlhGZNEVWspzIrI1q_cCrMmfVfXTVA&oe=643369C8&_nc_sid=83d603,3.03E+18,Video,"Keep an eye out for these 4. Which do you notice in your relationships? Is the other person using your emotions to get what they want? Emotional manipulation can be very subtle and hard to spot. But when it becomes pervasive some of the telltale signs can be feelings of confusion about how you keep overriding your own knowledge, instincts and values when making decsions. Increasing self-doubt and uncertainty in your own judgement leads you to give even more power to the other person. Once you start to notice when this is happening, there is opportunity for change. Starting to put in new boundaries with someone who has previously had full control in a relationship is not an easy process. So getting support from a trusted friend or therapist to help on that path is often a good idea. If anyone would like me to do a video on how to start holding boundaries, let me know in the comments. 

Free free to share @drjulie 

Dress by @myleeneklass x @nextofficial"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,CoSSatSLbkC,49.738,Dr Julie Smith | Psychologist,https://www.instagram.com/p/CoSSatSLbkC/,https://instagram.fesb3-1.fna.fbcdn.net/v/t66.30100-16/10000000_551793633566026_202387782072047815_n.mp4?_nc_ht=instagram.fesb3-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=xihWE4Lf9GAAX9FylQF&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfCGR1ReNqUsVfW7uCCN_KrubcDJeqvpTqvozQ2Q39qfpA&oe=64331BAD&_nc_sid=83d603,https://instagram.fesb3-1.fna.fbcdn.net/v/t51.2885-15/328854233_213255217884094_5903726308544656967_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fesb3-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=tAANXnIO25UAX-mNvsC&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfAweeHP0cdTzAJ1SqqszcclVs0DTaJGGiwyR_nBhg9R6A&oe=64330954&_nc_sid=83d603,3.03E+18,Video,"Flooded My Office!  
..
(BTS in my stories) Here’s why eliminating stress is not the answer. Quite simply because it’s impossible. Just like that hose pipe, we can’t switch it off. Life will always find new challenges to throw our way. But the good news is that we don’t have to be at the mercy of it. There are lots of things we can learn that help us to bring down the intensity of the stress response, or to create a release valve that means we have more capacity to deal with things tomorrow. 

If you want all the insights from therapy to use to your advantage in the face of stress and anxiety, check out my new course exclusively on @calm link in my bio. # Ad"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,Cocp0jGg3iB,42.354,Dr Julie Smith | Psychologist,https://www.instagram.com/p/Cocp0jGg3iB/,https://instagram.fcfc1-1.fna.fbcdn.net/v/t66.30100-16/10000000_224475869967742_7177891038796796429_n.mp4?_nc_ht=instagram.fcfc1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=LjWOch5yCngAX_hBbkv&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfA_p_1pP9Oowg3aMGOZSrjX6XwJmD2Z3clCCTKylHQ7Bg&oe=6433367E&_nc_sid=83d603,https://instagram.fcfc1-1.fna.fbcdn.net/v/t51.2885-15/330267086_735182911379997_165113620885810448_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fcfc1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=r2RxQEsmqlQAX9GU9cM&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfCBovOHMgwqYXskI1LBqCrY9HSIgsxKZ-tD-lHAENmRww&oe=64332223&_nc_sid=83d603,3.03E+18,Video,"The last sentence is something that so many people seem to resonate with. An ability to neglect or even completely disregard your own emotions while being highly sensitive to how everyone else is feeling around you. 

This often makes sense when you start to unravel the learning that occurred in early life when you were entirely dependent on the adults around you. But once we reach adulthood, that way of relating to people can make it more difficult to find personal fulfilment or to have healthy relationships. 

Do you notice this showing up in your own life? When does it happen? And what does it cost you? What price do you pay for only listening to the emotions of others? 

For more on this and other insights from therapy, check out my No.1 bestselling book, Why Has Nobody Told Me This Before? See link in bio."
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,Cm6v_BlunxN,32.8,Dr Julie Smith | Psychologist,https://www.instagram.com/p/Cm6v_BlunxN/,https://instagram.fdel27-5.fna.fbcdn.net/o1/v/t16/f1/m82/BA47CF57C87D68ADDA599FAA04FAB9B6_video_dashinit.mp4?efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uNzIwLmNsaXBzLmJhc2VsaW5lIn0&_nc_ht=instagram.fdel27-5.fna.fbcdn.net&_nc_cat=103&vs=6078993188824197_1844797343&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC9CQTQ3Q0Y1N0M4N0Q2OEFEREE1OTlGQUEwNEZBQjlCNl92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVABgkR1BRWlR4UGMxbXpTMHNnRUFPR1J6MkVfV2pVcmJxX0VBQUFGFQICyAEAKAAYABsAFQAAJtCsyvidvuY%2FFQIoAkMzLBdAQGZmZmZmZhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2FgcA&_nc_rid=0416a44f6e&ccb=9-4&oh=00_AfBVoUQEERETGOSiT1a2POhTZyz-5E6oCHnpgjDoAcDN6A&oe=6432F801&_nc_sid=83d603,https://instagram.fdel27-5.fna.fbcdn.net/v/t51.2885-15/323676129_5325427830894519_2822080114135103503_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fdel27-5.fna.fbcdn.net&_nc_cat=103&_nc_ohc=42ZqZOGwzbwAX_XaLMx&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfDmvrxi4ui5PTCmu-z-s6uOW6QlKJwvT50ME5EwBOFSSw&oe=6432CDFD&_nc_sid=83d603,3.01E+18,Video,"I have 100’s to give away. For the chance to win a signed copy simply like?? this post and write in the comments which language you would like it in. Or tag a friend and the language they speak. As you can see I have a whole bunch of books here in different languages and would love to give them to you as a thank you for all your support. I will pick comments at random and dm you for your details. 

From sharing my videos and writing book reviews to buying copies of the book for friends and family who may find it helpful in tough times. It has all helped to make this book as widely available as it can be. And it enables me to keep working on offering free content with insights from therapy. So, a thousand times, thank you 

Happy New Year  

If you would like to buy a English / UK copy of my book. It’s currently -47% discount on Amazon). Also if you don’t want to read it and would like me to read it to you the audiobook is free when you sign up to Audible link in my bio  

See you in the comments"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,Coum8EPvHb_,41.959,Dr Julie Smith | Psychologist,https://www.instagram.com/p/Coum8EPvHb_/,https://instagram.fcai19-7.fna.fbcdn.net/v/t66.30100-16/10000000_686657093153751_3363438930888218431_n.mp4?_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=103&_nc_ohc=bKOzpV3LAuoAX-_Z-nH&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfC1RaIIEyD9Gpg3DlMCAHi8afwl-mv1-iaYNCVJ-otP3Q&oe=6432F7F1&_nc_sid=83d603,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/331107704_595929875283957_2152760458277901234_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=109&_nc_ohc=97RVu2P_lgUAX-mMd-U&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfBQCuDxDZ2iTnUVAhpNW8OgL0g93EBT6fhmeA-AjnocTw&oe=64337162&_nc_sid=83d603,3.04E+18,Video,"This took a while 
One of the biggest mistakes people make when working on big change is underestimating the power of those small, consistent actions that embed us in a new way of living. If we can focus on the small, daily steps in the process, the results start to take care of themselves. And when we take on the new process as a part of our identity, it no longer takes the conscious effort and motivation that it needed when you first started. It’s just who you are now. 

?? Feel free to share @drjulie

 More on this in my International Bestselling book, Why Has Nobody Told Me This Before? (Currently -50% see link in bio). Filled with insights from therapy about how to deal with real life problems. If don’t want to read it and would like me to read it to you, it’s free when you sign up to Audible link in my bio"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aliabdaal,Cn1_qpZo-rx,53.824,Ali Abdaal,https://www.instagram.com/p/Cn1_qpZo-rx/,https://scontent-iad3-1.cdninstagram.com/v/t66.30100-16/10000000_101191806208450_3431343811884952012_n.mp4?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=KEpJYJIn10AAX946Bdf&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfDGNHsWsTi09aIzFZn4vmJAwKizU7RPF3DQMWAUdvZNdw&oe=64333976&_nc_sid=83d603,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/326785884_3415561725322285_7741334236818865010_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=lCHNFqMwNooAX-jhP4q&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfD6KQ91YR081Oqu5eAI7rRA_r3YxyIYyfkwMDQvXYLZHA&oe=64334FA9&_nc_sid=83d603,3.02E+18,Video,"Motivation is tied to your identity 

We do things because we’ve always done them, and over time they become part of who you are. Think about all the things you just do naturally day to day. 

So, when we’re trying to build new habits, we need to see the thing as a part of who we are if we want it to feel like an easier lift. That’s when positive affirmations can come in. 

For example: you want to write a newsletter, but imposter syndrome is creeping in and you keep telling yourself no one wants to hear what you have to say. Well of course you’re not going to start. 

But if you tell yourself “I have tons of ideas and I’m actually super excited about becoming a better writer by pressing send every week”, you’re much more likely to form that new habit and build motivation. 

To listen to the full episode with @drjulie, search ‘Deep Dive with Ali Abdaal’ wherever you like to listen to your podcasts."
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,Cnrwq9EvVkb,55.078,Dr Julie Smith | Psychologist,https://www.instagram.com/p/Cnrwq9EvVkb/,https://instagram.fbkk2-5.fna.fbcdn.net/v/t66.30100-16/10000000_207946611794734_1902459056055876729_n.mp4?_nc_ht=instagram.fbkk2-5.fna.fbcdn.net&_nc_cat=110&_nc_ohc=MKuc78fj4qwAX8Xv6vC&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfBiHjNjIQj6HMGgHe8ThLzUiQc5_6nIKJ73GUeQ6rM8hw&oe=64332921&_nc_sid=83d603,https://instagram.fbkk2-7.fna.fbcdn.net/v/t51.2885-15/326309616_2288168014689714_3028332845697016241_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fbkk2-7.fna.fbcdn.net&_nc_cat=106&_nc_ohc=knpp44bO_8gAX_7wH5t&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfB90K82RR-140v7XYL51BI1oYQO8MSIvVguAKDoa8vUzg&oe=6432FDAF&_nc_sid=83d603,3.02E+18,Video,"When we feel painful emotion the most natural human response is to pull away, escape them and avoid. We block them out with anything that feels safe and pleasurable. But when we do that, the painful emotions don’t always disappear forever. We find ourselves trapped in cycles of addictive behaviours that keep the emotion at bay for just a short time. 

The way we guide people to process painful emotion in therapy is to allow the emotion to be there, turn towards it and feel it, while soothing yourself through the process with skills that help you to tolerate the distress. This enables the emotion to take its natural course and wash over you. Emotions come in waves so we know they will increase in intensity, peak and then come back down again. 

Feel free to share ??
More videos @drjulie

More on this in the No.1 non fiction book of 2022, Why Has Nobody Told Me This Before? (Currently -50% off @ £8 inc delivery see link in bio). Filled with insights from therapy about how to deal with real life problems. If don’t want to read it and would like me to read it to you, it’s free when you sign up to Audible link in my bio 
(Available in these languages -                                           )"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,CoFiIleDsaD,24.149,Dr Julie Smith | Psychologist,https://www.instagram.com/p/CoFiIleDsaD/,https://instagram.ffez2-2.fna.fbcdn.net/v/t66.30100-16/322342785_1228897687751171_1942750231908570086_n.mp4?_nc_ht=instagram.ffez2-2.fna.fbcdn.net&_nc_cat=111&_nc_ohc=kQ8ec5rTZ9cAX8aNTtd&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfBcyKQ5VAFqiqyoZmYKjnPQhc7rEiVlZJ9NG9d80kGO8A&oe=64331B67&_nc_sid=83d603,https://instagram.ffez2-2.fna.fbcdn.net/v/t51.2885-15/328292028_187346833914790_2315450890229359131_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.ffez2-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=bRtk-nlbXqoAX8fB6hA&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfC6_XBFCTrSk-3j8aBNA6SXi788SEl-rJTY2c3P6jwJ4Q&oe=64331B6C&_nc_sid=83d603,3.03E+18,Video,"Here’s the low-down from a psychologist on why your thoughts seem to run away with you when you’re anxious and what you can do about it. When your threat response is triggered, you are in survival mode. When your brain senses that you might not be safe, speed is more important than accuracy. So your brain does a great job of anticipating threats and jumping to conclusions in order to keep you safe. This means your brain is not taking the time to consider all potential perspectives. It skips all that and takes a short cut to the ideas that could help keep you safe (if that is needed). This speed of processing and a focus on safety leads to bias. We can’t stop that bias. But we can take the power out of it by familiarising ourselves with the types of bias to look out for and naming those thought biases when we notice them. Then we can be open to considering alternative perspectives. Below are a few thought biases that come up with anxiety:

Personalising - this is when we take an ambiguous situation and assume it’s about us. E.g. my friend didn’t wave back. She must hate me.

Catastrophising - when your brain offers up the worst case scenario that hasn’t happened yet and plays it out for you like a movie on repeat, triggering more anxiety.

Spotlight effect - this when we overestimate how much other people are judging us negatively. Something we all do, but do more of when we are anxious.

More on this in the UK’s bestselling non fiction book of 2022, Why Has Nobody Told Me This Before? (Currently -50% see link in bio). Filled with insights from therapy about how to deal with real life problems. If don’t want to read it and would like me to read it to you, it’s free when you sign up to Audible link in my bio"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,Cnj6DSXN7fE,51.781,Dr Julie Smith | Psychologist,https://www.instagram.com/p/Cnj6DSXN7fE/,https://instagram.fcfk1-2.fna.fbcdn.net/v/t66.30100-16/10000000_1004378373858194_6549552328452848765_n.mp4?_nc_ht=instagram.fcfk1-2.fna.fbcdn.net&_nc_cat=102&_nc_ohc=JQiO51OVEooAX9XKUd0&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfBin2-MG0S4VsadDIhN6V87Fo6z03HVBb0rDJUrkOygXQ&oe=6432E47E&_nc_sid=83d603,https://instagram.fcfk1-2.fna.fbcdn.net/v/t51.2885-15/325662760_912888843040059_8010729425133321840_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fcfk1-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=SYAFpmWJe6EAX_5A9I5&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfDns0-QmMEqaFT4WOfvo1sDO9-KHzRxX_OhsWBur3LfhQ&oe=64335645&_nc_sid=83d603,3.02E+18,Video,"This is one of the biggest misconceptions that causes many people to give up on their goals. We expect every day to be a little bit better than the last. So when we hit a hurdle and have a bad day or a bad week, we tell ourselves that we are back at square one and feel like giving up. But when we can expect tough days along the way and appreciate that they are a normal part of the process, we can focus our efforts on getting back on track, rather than wasting time trying to decide whether to quit or keep going. 

For more on how to pick yourself up after a tough time, see the link in my bio for my no.1 Sunday Times Bestseller, Why Has Nobody Told Me This Before? If you’d prefer me to read it for you, it’s free when you sign up to Audible. Link for that is in the bio too."
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,CqIv0ZHDsPL,18.6,Dr Julie Smith | Psychologist,https://www.instagram.com/p/CqIv0ZHDsPL/,https://instagram.fykz1-2.fna.fbcdn.net/v/t66.30100-16/318710587_694423712436513_5158600430958672470_n.mp4?_nc_ht=instagram.fykz1-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=1wVo5bmN1IgAX_0DTyX&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfDzsyLUug7gFNDcM_aYc0UgmVWzOeo_X-iTriNko78OXw&oe=6432E85E&_nc_sid=83d603,https://instagram.fykz1-2.fna.fbcdn.net/v/t51.2885-15/337286464_612547847401768_3293904559619887366_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fykz1-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=mjI2udFk-HoAX-EFqGG&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfCBcJ8TeosF1Yzuon5RCA0wEEpm6eVJvGLczyezwiKPpQ&oe=64336BE9&_nc_sid=83d603,3.06E+18,Video,"Important to remember this.
Who else gets that rush of guilt when you have to say no or hold a boundary? Join the club! But that guilt might be more to do with learning earlier in life that the needs and feelings of others always trump your own. That is was your job to keep others happy. Sometimes guilt can tell us that we are not doing the right thing. But guilt is not a fact. Listen to it. Then make your decision  taking into account your needs too. 

??Feel free to share. More videos @drjulie 

 More on this in the best selling non fiction book of 2022 - Why Has Nobody Told Me This Before? (Currently -50% see link in bio). Available in 40 languages. Filled with insights from therapy about how to deal with real life problems. If don’t want to read it and would like me to read it to you, it’s free when you sign up to Audible link in my bio"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,CmRgxiJL1at,26.4,Dr Julie Smith | Psychologist,https://www.instagram.com/p/CmRgxiJL1at/,https://scontent-iev1-1.cdninstagram.com/o1/v/t16/f1/m82/1941B40CFE81C2CE60FD7E5996D548AE_video_dashinit.mp4?efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uNzIwLmNsaXBzLmJhc2VsaW5lIn0&_nc_ht=scontent-iev1-1.cdninstagram.com&_nc_cat=104&vs=1774886842904818_4198994173&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC8xOTQxQjQwQ0ZFODFDMkNFNjBGRDdFNTk5NkQ1NDhBRV92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVABgkR0l3bUd4TWNVc3lzUWhNREFHczVJUmFrSm1jd2JxX0VBQUFGFQICyAEAKAAYABsAFQAAJoDN9eqrhLs%2FFQIoAkMzLBdAOmZmZmZmZhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2FgcA&_nc_rid=91412fb096&ccb=9-4&oh=00_AfBsquXrEhNql-4u6O9gziegvc_tvtewJjeF8RWo2GDEWA&oe=6432E7B1&_nc_sid=83d603,https://scontent-iev1-1.cdninstagram.com/v/t51.2885-15/319909456_716759219869708_903895693002123873_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-iev1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=g7mxEeDNP6gAX_ND5K8&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfAxjO-P0sWbCdAktHqh5atGbyC41ruP6LZySQR7w7FW6w&oe=6432D573&_nc_sid=83d603,3E+18,Video,"Can you relate? Does your world come crashing down around you, even with small mistakes? If you notice that happens, it’s a great opportunity to learn something important about yourself. Here’s some of the questions to ask yourself:
• What feelings have come up in reaction to this mistake?
• Were those feelings more intense than they might have been for others in this situation?
• What thoughts came up about me, or others, or the world?
• What urges came up? Maybe urges to escape, self-punish, or lash out at someone else? 
• What does this mistake mean to you? Do you believe it says something about who you are as a person? Look for those “I am” statements, such as “I am a failure” or “I am unloveable” 

Those statements that seem to get triggered and then cause intense pain, can often reflect some damaging core beliefs about ourselves or the world. We are not consciously aware of them all the time. But they rise up when we find even the slightest sign that they might be true, no matter how much evidence we have to the contrary. This is called confirmation bias. Shaking up core beliefs is highly psychologically threatening because it disrupts our ability to predict the world around us. So, even when a belief is not a healthy (or true) one, your brain will look to confirm it before letting it go.

Thanks for being here ?? Feel free to share @drjulie

 For more on this, see the link in my bio for my book, Why Has Nobody Told Me This Before?"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,highperformance,Clohz2jITup,45.303,High Performance Podcast,https://www.instagram.com/p/Clohz2jITup/,https://instagram.ftlv1-1.fna.fbcdn.net/o1/v/t16/f1/m82/0145DEAFD05BE480ADC281C27C2CBBB9_video_dashinit.mp4?efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uNzIwLmNsaXBzLmJhc2VsaW5lIn0&_nc_ht=instagram.ftlv1-1.fna.fbcdn.net&_nc_cat=105&vs=541053397529292_4288332458&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC8wMTQ1REVBRkQwNUJFNDgwQURDMjgxQzI3QzJDQkJCOV92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVABgkR0FsandSSmwySVdkZ3EwQUFDOG9IYllMWUFRT2JxX0VBQUFGFQICyAEAKAAYABsAFQAAJoatusefhMVAFQIoAkMzLBdARqIMSbpeNRgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2FgcA&_nc_rid=3160317721&ccb=9-4&oh=00_AfDXZNS7TdPDdEU_A739gC_ZYLBUtg8lMVfIGedGg8FO8g&oe=64330491&_nc_sid=83d603,https://instagram.ftlv1-1.fna.fbcdn.net/v/t51.2885-15/313870020_113394584815702_661568871808916415_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.ftlv1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=J3hYNA_TAZ8AX_eN1Zd&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfCjNffUwDpkMLLDzHS_OmHMrnl9S9V0AmjQ6rDx_059NQ&oe=64336117&_nc_sid=83d603,2.98E+18,Video,"ANNOUNCEMENT: @drjulie is joining the High Performance Book Club!! 

This December we’ll be reading ‘Why Has Nobody Told Me This Before?’ 

Even better - at the end of the month @drjulie will join us to discuss the book ??

To celebrate we’re going to giveaway some free copies of the book 

If you’d like to join the Book club and win a copy, head to our Facebook page 

Link in stories"
